pmid,sentence,format,population,purpose,label
23650416,"Randomized phase II, double-blind, placebo-controlled study of exemestane with or without entinostat in postmenopausal women with locally recurrent or metastatic estrogen receptor-positive breast cancer progressing on treatment with a nonsteroidal aromatase inhibitor.PURPOSE: Entinostat is an oral isoform selective histone deacetylase inhibitor that targets resistance to hormonal therapies in estrogen receptor-positive (ER+) breast cancer.This randomized, placebo-controlled, phase II study evaluated entinostat combined with the aromatase inhibitor exemestane versus exemestane alone.PATIENTS AND METHODS: Postmenopausal women with ER+ advanced breast cancer progressing on a nonsteroidal aromatase inhibitor were randomly assigned to exemestane 25 mg daily plus entinostat 5 mg once per week (EE) or exemestane plus placebo (EP).The primary end point was progression-free survival (PFS).Blood was collected in a subset of patients for evaluation of protein lysine acetylation as a biomarker of entinostat activity.RESULTS: One hundred thirty patients were randomly assigned (EE group, n = 64; EP group, n = 66).Based on intent-to-treat analysis, treatment with EE improved median PFS to 4.3 months versus 2.3 months with EP (hazard ratio [HR], 0.73; 95% CI, 0.50 to 1.07; one-sided P = .055; two-sided P = .11 [predefined significance level of .10, one-sided]).Median overall survival was an exploratory end point and improved to 28.1 months with EE versus 19.8 months with EP (HR, 0.59; 95% CI, 0.36 to 0.97; P = .036).Fatigue and neutropenia were the most frequent grade 3/4 toxicities.Treatment discontinuation because of adverse events was higher in the EE group versus the EP group (11% v 2%).Protein lysine hyperacetylation in the EE biomarker subset was associated with prolonged PFS.CONCLUSION: Entinostat added to exemestane is generally well tolerated and demonstrated activity in patients with ER+ advanced breast cancer in this signal-finding phase II study.Acetylation changes may provide an opportunity to maximize clinical benefit with entinostat.Plans for a confirmatory study are underway.",1,1,1,1
28716815,"Exposure-Response Analyses of Ramucirumab from Two Randomized, Phase III Trials of Second-line Treatment for Advanced Gastric or Gastroesophageal Junction Cancer.Ramucirumab is an IgG1 monoclonal antibody specific for the vascular endothelial growth factor receptor-2.Ramucirumab, 8 mg/kg every 2 weeks, administered as monotherapy (REGARD) or in combination with paclitaxel (RAINBOW), was safe and effective in patients with previously treated advanced gastric or gastroesophageal junction (GEJ) cancer.We evaluated exposure-efficacy and exposure-safety relationships of ramucirumab from two randomized, placebo-controlled phase III trials.Sparse pharmacokinetic samples were collected, and a population pharmacokinetic analysis was conducted to predict ramucirumab minimum trough concentration at steady state (Cmin,ss).Kaplan-Meier methods and Cox proportional hazards models were used to evaluate the ramucirumab exposure (Cmin,ss)-efficacy relationship to overall survival (OS) and progression-free survival (PFS).Logistic regression analyses were used to evaluate exposure-safety relationships.Analyses included 321 ramucirumab + paclitaxel and 335 placebo + paclitaxel patients from RAINBOW and 72 ramucirumab and 35 placebo patients from REGARD.Exposure-efficacy analysis showed ramucirumab Cmin,ss was a significant predictor of OS and PFS in both trials.Higher ramucirumab exposure was associated with longer OS and PFS.In RAINBOW, grade >/=3 hypertension, leukopenia, and neutropenia, but not febrile neutropenia, significantly correlated with Cmin,ss, with increased exposure leading to increased incidence.Exploratory exposure-response analyses suggest a positive relationship between efficacy and ramucirumab exposure with manageable toxicities at exposures generated from a dose of 8 mg/kg ramucirumab given every 2 weeks for patients with advanced gastric/GEJ cancer.These findings suggest an opportunity to further optimize benefit versus risk profiles of ramucirumab treatment in patients with gastric/GEJ cancer.Mol Cancer Ther; 16(10); 2215-22.(c)2017 AACR.",0,0,0,0
25356603,"One-year and long-term molecular response to nilotinib and dasatinib for newly diagnosed chronic myeloid leukemia: a matching-adjusted indirect comparison.BACKGROUND: Nilotinib and dasatinib have shown superior rates of molecular response (MR) compared to imatinib for the treatment of newly diagnosed chronic myeloid leukemia (CML) in chronic phase (CP).This study indirectly compares MR in patients taking nilotinib 300 mg bid with that in those taking dasatinib 100 mg qd by 12 months and through 48 months.METHODS: Patients in ENESTnd were re-weighted to match published baseline characteristics reported for DASISION using a propensity score model.After matching, differences in rates of major MR (MMR, measured as a 3 log reduction on the International Scale [IS]), MR(4.0) (4 log reduction on IS), and MR(4.5) (4.5 log reduction on IS) relative to imatinib were indirectly compared between nilotinib and dasatinib.Hazard ratios (HRs) were used to indirectly compare MR outcomes between nilotinib and dasatinib through 48 months of follow-up, while rate differences were used to compare progression to AP/BC between nilotinib and dasatinib by 48 months.RESULTS: After matching, rates of MR by 12 months were higher with nilotinib vs dasatinib by 11.7% for MMR (p = 0.045), 8.2% for MR(4.0) (p = 0.029), and 8.5% for MR(4.5) (p < 0.001).Higher rates of MMR (HR = 1.44, p = 0.018) and MR(4.0) (HR = 1.58, p = 0.013) achievement were maintained with nilotinib compared to dasatinib through 48 months of follow-up.No statistically significant differences were observed for MR(4.5) through 48 months or progression to AP/BC by 48 months.LIMITATIONS: LIMITATIONS include comparisons based solely on indirect evidence and HRs for MR(4.0) and MR(4.5) from the DASISION trial being extracted from cumulative incidence curves.CONCLUSIONS: This indirect comparison suggests that nilotinib is associated with higher rates of achieving MMR, MR(4.0), and MR(4.5) by 12 months compared to dasatinib for the treatment of newly diagnosed CML-CP.In addition, higher rates of MR achievement with nilotinib were also maintained through 48 months of follow-up.",0,0,0,0
29573941,"Encorafenib plus binimetinib versus vemurafenib or encorafenib in patients with BRAF-mutant melanoma (COLUMBUS): a multicentre, open-label, randomised phase 3 trial.BACKGROUND: Combined BRAF-MEK inhibitor therapy is the standard of care for BRAF(V600)-mutant advanced melanoma.We investigated encorafenib, a BRAF inhibitor with unique target-binding properties, alone or in combination with the MEK inhibitor binimetinib, versus vemurafenib in patients with advanced BRAF(V600)-mutant melanoma.METHODS: COLUMBUS was conducted as a two-part, randomised, open-label phase 3 study at 162 hospitals in 28 countries.Eligible patients were aged 18 years or older and had histologically confirmed locally advanced (American Joint Committee on Cancer [AJCC] stage IIIB, IIIC, or IV), unresectable or metastatic cutaneous melanoma, or unknown primary melanoma; a BRAF(V600E) or BRAF(V600K) mutation; an Eastern Cooperative Oncology Group (ECOG) performance status of 0 or 1; and were treatment naive or had progressed on or after previous first-line immunotherapy.In part 1 of the study, patients were randomly assigned (1:1:1) via interactive response technology to receive either oral encorafenib 450 mg once daily plus oral binimetinib 45 mg twice daily (encorafenib plus binimetinib group), oral encorafenib 300 mg once daily (encorafenib group), or oral vemurafenib 960 mg twice daily (vemurafenib group).The primary endpoint was progression-free survival by blinded independent central review for encorafenib plus binimetinib versus vemurafenib.Efficacy analyses were by intention-to-treat.Safety was analysed in patients who received at least one dose of study drug and one postbaseline safety assessment.The results of part 2 will be published separately.This study is registered with ClinicalTrials.gov, number NCT01909453, and EudraCT, number 2013-001176-38.FINDINGS: Between Dec 30, 2013, and April 10, 2015, 577 of 1345 screened patients were randomly assigned to either the encorafenib plus binimetinib group (n=192), the encorafenib group (n=194), or the vemurafenib group (n=191).With a median follow-up of 16.6 months (95% CI 14.8-16.9), median progression-free survival was 14.9 months (95% CI 11.0-18.5) in the encorafenib plus binimetinib group and 7.3 months (5.6-8.2) in the vemurafenib group (hazard ratio [HR] 0.54, 95% CI 0.41-0.71; two-sided p<0.0001).The most common grade 3-4 adverse events seen in more than 5% of patients in the encorafenib plus binimetinib group were increased gamma-glutamyltransferase (18 [9%] of 192 patients), increased creatine phosphokinase (13 [7%]), and hypertension (11 [6%]); in the encorafenib group they were palmoplantar erythrodysaesthesia syndrome (26 [14%] of 192 patients), myalgia (19 [10%]), and arthralgia (18 [9%]); and in the vemurafenib group it was arthralgia (11 [6%] of 186 patients).There were no treatment-related deaths except for one death in the combination group, which was considered possibly related to treatment by the investigator.INTERPRETATION: Encorafenib plus binimetinib and encorafenib monotherapy showed favourable efficacy compared with vemurafenib.Overall, encorafenib plus binimetinib appears to have an improved tolerability profile compared with encorafenib or vemurafenib.Encorafenib plus binimetinib could represent a new treatment option for patients with BRAF-mutant melanoma.FUNDING: Array BioPharma, Novartis.",1,1,1,1
28352657,"Randomized, placebo-controlled window trial of EGFR, Src, or combined blockade in head and neck cancer.BACKGROUND.EGFR and Src family kinases are upregulated in head and neck squamous cell carcinoma (HNSCC).EGFR interacts with Src to activate STAT3 signaling, and dual EGFR-Src targeting is synergistic in HNSCC preclinical models.pSrc overexpression predicted resistance to the EGFR inhibitor, erlotinib, in a prior window trial.We conducted a 4-arm window trial to identify biomarkers associated with response to EGFR and/or Src inhibition.METHODS.Patients with operable stage II-IVa HNSCC were randomized to 7-21 days of neoadjuvant erlotinib, the Src inhibitor dasatinib, the combination of both, or placebo.Paired tumor specimens were collected before and after treatment.Pharmacodynamic expression of EGFR and Src pathway components was evaluated by IHC of tissue microarrays and reverse-phase protein array of tissue lysates.Candidate biomarkers were assessed for correlation with change in tumor size.RESULTS.From April 2009 to December 2012, 58 patients were randomized and 55 were treated.There was a significant decrease in tumor size in both erlotinib arms (P = 0.0014); however, no effect was seen with dasatinib alone (P = 0.24).High baseline pMAPK expression was associated with response to erlotinib (P = 0.03).High baseline pSTAT3 was associated with resistance to dasatinib (P = 0.099).CONCLUSIONS.Brief exposure to erlotinib significantly decreased tumor size in operable HNSCC, with no additive effect from dasatinib.Baseline pMAPK expression warrants further study as a response biomarker for anti-EGFR therapy.Basal expression of pSTAT3 may be independent of Src, explain therapeutic resistance, and preclude development of dasatinib in biomarker-unselected cohorts.TRIAL REGISTRATION.NCT00779389.FUNDING.National Cancer Institute, American Cancer Society, Pennsylvania Department of Health, V Foundation for Cancer Research, Bristol-Myers Squibb, and Astellas Pharma.",1,1,1,1
23871490,"2 years versus 1 year of adjuvant trastuzumab for HER2-positive breast cancer (HERA): an open-label, randomised controlled trial.BACKGROUND: Trastuzumab has established efficacy against breast cancer with overexpression or amplification of the HER2 oncogene.The standard of care is 1 year of adjuvant trastuzumab, but the optimum duration of treatment is unknown.We compared 2 years of treatment with trastuzumab with 1 year of treatment, and updated the comparison of 1 year of trastuzumab versus observation at a median follow-up of 8 years, for patients enrolled in the HERceptin Adjuvant (HERA) trial.METHODS: The HERA trial is an international, multicentre, randomised, open-label, phase 3 trial comparing treatment with trastuzumab for 1 and 2 years with observation after standard neoadjuvant chemotherapy, adjuvant chemotherapy, or both in 5102 patients with HER2-positive early breast cancer.The primary endpoint was disease-free survival.The comparison of 2 years versus 1 year of trastuzumab treatment involved a landmark analysis of 3105 patients who were disease-free 12 months after randomisation to one of the trastuzumab groups, and was planned after observing at least 725 disease-free survival events.The updated intention-to-treat comparison of 1 year trastuzumab treatment versus observation alone in 3399 patients at a median follow-up of 8 years (range 0-10) is also reported.This study is registered with ClinicalTrials.gov, number NCT00045032.FINDINGS: We recorded 367 events of disease-free survival in 1552 patients in the 1 year group and 367 events in 1553 patients in the 2 year group (hazard ratio [HR] 0.99, 95% CI 0.85-1.14, p=0.86).Grade 3-4 adverse events and decreases in left ventricular ejection fraction during treatment were reported more frequently in the 2 year treatment group than in the 1 year group (342 [20.4%] vs 275 [16.3%] grade 3-4 adverse events, and 120 [7.2%] vs 69 [4.1%] decreases in left ventricular ejection fraction, respectively).HRs for a comparison of 1 year of trastuzumab treatment versus observation were 0.76 (95% CI 0.67-0.86, p<0.0001) for disease-free survival and 0.76 (0.65-0.88, p=0.0005) for overall survival, despite crossover of 884 (52%) patients from the observation group to trastuzumab therapy.INTERPRETATION: 2 years of adjuvant trastuzumab is not more effective than is 1 year of treatment for patients with HER2-positive early breast cancer.1 year of treatment provides a significant disease-free and overall survival benefit compared with observation and remains the standard of care.FUNDING: F Hoffmann-La Roche (Roche).",1,1,1,1
25829397,"Detection and Dynamic Changes of EGFR Mutations from Circulating Tumor DNA as a Predictor of Survival Outcomes in NSCLC Patients Treated with First-line Intercalated Erlotinib and Chemotherapy.PURPOSE: Blood-based circulating-free (cf) tumor DNA may be an alternative to tissue-based EGFR mutation testing in NSCLC.This exploratory analysis compares matched tumor and blood samples from the FASTACT-2 study.EXPERIMENTAL DESIGN: Patients were randomized to receive six cycles of gemcitabine/platinum plus sequential erlotinib or placebo.EGFR mutation testing was performed using the cobas tissue test and the cobas blood test (in development).Blood samples at baseline, cycle 3, and progression were assessed for blood test detection rate, sensitivity, and specificity; concordance with matched tumor analysis (n = 238), and correlation with progression-free survival (PFS) and overall survival (OS).RESULTS: Concordance between tissue and blood tests was 88%, with blood test sensitivity of 75% and a specificity of 96%.Median PFS was 13.1 versus 6.0 months for erlotinib and placebo, respectively, for those with baseline EGFR mut(+) cfDNA [HR, 0.22; 95% confidence intervals (CI), 0.14-0.33, P < 0.0001] and 6.2 versus 6.1 months, respectively, for the EGFR mut(-) cfDNA subgroup (HR, 0.83; 95% CI, 0.65-1.04, P = 0.1076).For patients with EGFR mut(+) cfDNA at baseline, median PFS was 7.2 versus 12.0 months for cycle 3 EGFR mut(+) cfDNA versus cycle 3 EGFR mut(-) patients, respectively (HR, 0.32; 95% CI, 0.21-0.48, P < 0.0001); median OS by cycle 3 status was 18.2 and 31.9 months, respectively (HR, 0.51; 95% CI, 0.31-0.84, P = 0.0066).CONCLUSIONS: Blood-based EGFR mutation analysis is relatively sensitive and highly specific.Dynamic changes in cfDNA EGFR mutation status relative to baseline may predict clinical outcomes.",1,1,1,1
22978687,"In thyroidectomized patients with thyroid cancer, a serum thyrotropin of 30 muU/mL after thyroxine withdrawal is not always adequate for detecting an elevated stimulated serum thyroglobulin.BACKGROUND: The thyrotropin (TSH) level or duration of thyroid hormone withdrawal (THW) required to detect stimulated thyroglobulin (Tg) in differentiated thyroid cancer (DTC) monitoring is unknown.The objective of this study was to evaluate the TSH cutoff of >30 muU/mL as a means to detect stimulated Tg >/=2 ng/mL after THW (THW-Tg>/=2), and sensitivity of the Functional Assessment of Chronic Illness Therapy-Fatigue (FACIT-F) questionnaire for detecting hypothyroid symptoms.METHODS: This was a prospective longitudinal cohort study done at a tertiary academic medical center.Forty-seven patients with DTC undergoing their first Tg stimulation or after previously abnormal Tg stimulation had weekly measurements of TSH and Tg during the 4 weeks THW, and repeated questionnaire assessments.RESULTS: TSH did not reach a plateau in any patient, and in those whose Tg did not remain undetectable, Tg continued to rise.Seventy-five percent of patients had an undetectable Tg <0.2 ng/mL at baseline (95% were <0.5 mg/mL) with 16% remaining undetectable throughout THW.The majority of patients (72.7% and 97.8%) achieved TSH >30 muU/mL by 3 and 4 weeks THW, respectively.Of the 15 patients with maximum stimulated THW-Tg>/=2, 38% were detected before the minimal TSH >30 muU/mL cutoff.At 2 weeks THW, 3 had a TSH>30 muU/mL, and none of them had Tg >/=2 ng/mL. At 3 weeks THW, 11 had a TSH >30 muU/mL, and 64% of them had Tg >/=2 ng/mL. Only 60% were detected at 3-week THW regardless of their TSH level.Eighty-six percent were detected by TSH 60-<80 muU/mL. Conversely, all patients whose serum Tg was <0.2 ng/mL when their serum TSH was >20 muU/mL did not achieve a THW-Tg>/=2.CONCLUSION: The minimal TSH cutoff of >30 muU/mL was inadequate to detect many patients with final stimulated THW-Tg>/=2 during complete THW.TSH >80-100 muU/mL was a better cutoff, achieved in only 53% after 4-week THW.Conversely, we propose a preliminary THW-stopping rule for ending THW early in selected patients.In patients with a Tg <0.2 ng/mL when TSH >20 muU/mL, all had a final stimulated Tg </=2 ng/mL, potentially saving qualifying patients 40% of THW duration compared to 4-week THW.FACIT-F correlated with TSH, but was not sensitive to detect mild hypothyroidism.",0,0,0,0
29573941,"Encorafenib plus binimetinib versus vemurafenib or encorafenib in patients with BRAF-mutant melanoma (COLUMBUS): a multicentre, open-label, randomised phase 3 trial.BACKGROUND: Combined BRAF-MEK inhibitor therapy is the standard of care for BRAF(V600)-mutant advanced melanoma.We investigated encorafenib, a BRAF inhibitor with unique target-binding properties, alone or in combination with the MEK inhibitor binimetinib, versus vemurafenib in patients with advanced BRAF(V600)-mutant melanoma.METHODS: COLUMBUS was conducted as a two-part, randomised, open-label phase 3 study at 162 hospitals in 28 countries.Eligible patients were aged 18 years or older and had histologically confirmed locally advanced (American Joint Committee on Cancer [AJCC] stage IIIB, IIIC, or IV), unresectable or metastatic cutaneous melanoma, or unknown primary melanoma; a BRAF(V600E) or BRAF(V600K) mutation; an Eastern Cooperative Oncology Group (ECOG) performance status of 0 or 1; and were treatment naive or had progressed on or after previous first-line immunotherapy.In part 1 of the study, patients were randomly assigned (1:1:1) via interactive response technology to receive either oral encorafenib 450 mg once daily plus oral binimetinib 45 mg twice daily (encorafenib plus binimetinib group), oral encorafenib 300 mg once daily (encorafenib group), or oral vemurafenib 960 mg twice daily (vemurafenib group).The primary endpoint was progression-free survival by blinded independent central review for encorafenib plus binimetinib versus vemurafenib.Efficacy analyses were by intention-to-treat.Safety was analysed in patients who received at least one dose of study drug and one postbaseline safety assessment.The results of part 2 will be published separately.This study is registered with ClinicalTrials.gov, number NCT01909453, and EudraCT, number 2013-001176-38.FINDINGS: Between Dec 30, 2013, and April 10, 2015, 577 of 1345 screened patients were randomly assigned to either the encorafenib plus binimetinib group (n=192), the encorafenib group (n=194), or the vemurafenib group (n=191).With a median follow-up of 16.6 months (95% CI 14.8-16.9), median progression-free survival was 14.9 months (95% CI 11.0-18.5) in the encorafenib plus binimetinib group and 7.3 months (5.6-8.2) in the vemurafenib group (hazard ratio [HR] 0.54, 95% CI 0.41-0.71; two-sided p<0.0001).The most common grade 3-4 adverse events seen in more than 5% of patients in the encorafenib plus binimetinib group were increased gamma-glutamyltransferase (18 [9%] of 192 patients), increased creatine phosphokinase (13 [7%]), and hypertension (11 [6%]); in the encorafenib group they were palmoplantar erythrodysaesthesia syndrome (26 [14%] of 192 patients), myalgia (19 [10%]), and arthralgia (18 [9%]); and in the vemurafenib group it was arthralgia (11 [6%] of 186 patients).There were no treatment-related deaths except for one death in the combination group, which was considered possibly related to treatment by the investigator.INTERPRETATION: Encorafenib plus binimetinib and encorafenib monotherapy showed favourable efficacy compared with vemurafenib.Overall, encorafenib plus binimetinib appears to have an improved tolerability profile compared with encorafenib or vemurafenib.Encorafenib plus binimetinib could represent a new treatment option for patients with BRAF-mutant melanoma.FUNDING: Array BioPharma, Novartis.",1,1,1,1
30477950,"Predictive factors of pathological lateral pelvic lymph node metastasis in patients without clinical lateral pelvic lymph node metastasis (clinical stage II/III): The analysis of data from the clinical trial (JCOG0212).BACKGROUND: Mesorectal excision (ME) is the standard surgical procedure for lower rectal cancer.However, in Japan, total or tumor-specific ME with lateral pelvic lymph node dissection (LLND) is the standard surgical procedure for patients with clinical stages II or III lower rectal cancer, because lateral pelvic lymph node metastasis occasionally occurs in these patients.The aim of study was to elucidate the predictive factors of pathological lateral pelvic lymph node metastasis in patients without clinical lateral pelvic lymph node metastasis.METHODS: Data form the clinical trial (JCOG0212) was analyzed.The JCOG0212 was a randomized controlled trial to confirm the non-inferiority of mesorectal excision alone to mesorectal excision with lateral lymph node dissection for clinical stage II/III patients who don't have clinical lateral pelvic lymph node metastasis in terms of relapse free survival.This study was conducted at a multitude of institution33 major hospitals in Japan.Among the 351 patients who underwent lateral lymph node dissection in the JCOG0212 study, 328 patients were included in this study.Associations between pathological lateral pelvic lymph node metastasis and preoperative and postoperative factors were investigated.The preoperative factors were age, sex, clinical stage, tumor location, distance from anal verge, tumor size, and short-axis diameter of lateral pelvic lymph node on computed tomography and the postoperative factors were pathological T, pathological N, and histological grade.RESULTS: Among the 328 patients, 24 (7.3%) had pathological lateral pelvic lymph node metastasis.In multivariable analysis of the preoperative factors, patient age (p=0.067), tumor location (p=0.025), and short-axis diameter of lateral pelvic lymph node (p=0.002) were significantly associated with pathological lateral pelvic lymph node metastasis.CONCLUSIONS: Patient age, tumor location, and short-axis diameter of lateral pelvic lymph node were predictive factors of pathological lateral pelvic lymph node metastasis.",0,0,0,0
